mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_f1,std_f1,rank_test_score
1.4462655544281007,0.06486563444922933,0.04423179626464844,0.009555650675116465,0.935392305505594,0.009559810091682927,10,2,692,1.2861756891861482,6.6829607218310025,0.6325395122567599,"{'colsample_bytree': np.float64(0.935392305505594), 'learning_rate': np.float64(0.009559810091682927), 'max_depth': 10, 'min_child_weight': 2, 'n_estimators': 692, 'reg_alpha': np.float64(1.2861756891861482), 'reg_lambda': np.float64(6.6829607218310025), 'subsample': np.float64(0.6325395122567599)}",0.6861313868613139,0.6685314685314685,0.6535211267605634,0.676056338028169,0.6724386724386724,0.6713357985240375,0.010654914876012306,1
1.0560059547424316,0.04007637728962104,0.03186960220336914,0.00607576020333537,0.6307919639315172,0.0046422313960206695,8,4,877,0.13236410903032547,0.15224209209544587,0.6421977039321082,"{'colsample_bytree': np.float64(0.6307919639315172), 'learning_rate': np.float64(0.0046422313960206695), 'max_depth': 8, 'min_child_weight': 4, 'n_estimators': 877, 'reg_alpha': np.float64(0.13236410903032547), 'reg_lambda': np.float64(0.15224209209544587), 'subsample': np.float64(0.6421977039321082)}",0.6807909604519774,0.6666666666666666,0.6512261580381471,0.6703146374829001,0.685472496473907,0.6708941838227197,0.011962544887543971,2
1.2713207244873046,0.06018053049588409,0.031051254272460936,0.0034183179634908597,0.9013512741035766,0.0073414964388430325,9,3,744,0.007761362190224617,6.612070221028301,0.6994896617721151,"{'colsample_bytree': np.float64(0.9013512741035766), 'learning_rate': np.float64(0.0073414964388430325), 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 744, 'reg_alpha': np.float64(0.007761362190224617), 'reg_lambda': np.float64(6.612070221028301), 'subsample': np.float64(0.6994896617721151)}",0.6818181818181818,0.6602739726027397,0.6555090655509066,0.675,0.6770098730606487,0.6699222186064954,0.010181947576257837,3
1.7996876239776611,0.037210401295767595,0.03647723197937012,0.003991559393168867,0.7181162353675755,0.005523304462881145,10,1,692,0.3254021513867689,0.27413507419758276,0.7174367377057973,"{'colsample_bytree': np.float64(0.7181162353675755), 'learning_rate': np.float64(0.005523304462881145), 'max_depth': 10, 'min_child_weight': 1, 'n_estimators': 692, 'reg_alpha': np.float64(0.3254021513867689), 'reg_lambda': np.float64(0.27413507419758276), 'subsample': np.float64(0.7174367377057973)}",0.6697388632872504,0.6755555555555556,0.6506024096385542,0.685459940652819,0.6646341463414634,0.6691981830951285,0.011591259642272644,4
0.7296714305877685,0.07542966700024414,0.01615452766418457,0.0034429259143411053,0.8959635041789498,0.003533365243617354,8,1,361,0.03039526635061922,0.36180315099854704,0.7190540698037243,"{'colsample_bytree': np.float64(0.8959635041789498), 'learning_rate': np.float64(0.003533365243617354), 'max_depth': 8, 'min_child_weight': 1, 'n_estimators': 361, 'reg_alpha': np.float64(0.03039526635061922), 'reg_lambda': np.float64(0.36180315099854704), 'subsample': np.float64(0.7190540698037243)}",0.6824512534818942,0.6666666666666666,0.6476190476190476,0.6602739726027397,0.6852367688022284,0.6684495418345153,0.01401275835594247,5
0.6860068321228028,0.042724475630323076,0.02460761070251465,0.00680650952616204,0.793008379857057,0.013629088987857823,10,5,368,0.002924515035452405,0.20637552043950233,0.8690073824308153,"{'colsample_bytree': np.float64(0.793008379857057), 'learning_rate': np.float64(0.013629088987857823), 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 368, 'reg_alpha': np.float64(0.002924515035452405), 'reg_lambda': np.float64(0.20637552043950233), 'subsample': np.float64(0.8690073824308153)}",0.670605612998523,0.6666666666666666,0.6451612903225806,0.6781609195402298,0.6755162241887905,0.6672221427433581,0.011720804230136524,6
1.1937074184417724,0.09773336915666596,0.04894418716430664,0.006411872113130982,0.6738084077425509,0.003031929318020779,9,8,825,0.12338826503602003,0.29898855088295273,0.7850138864532592,"{'colsample_bytree': np.float64(0.6738084077425509), 'learning_rate': np.float64(0.003031929318020779), 'max_depth': 9, 'min_child_weight': 8, 'n_estimators': 825, 'reg_alpha': np.float64(0.12338826503602003), 'reg_lambda': np.float64(0.29898855088295273), 'subsample': np.float64(0.7850138864532592)}",0.6904109589041096,0.6622864651773982,0.6464379947229552,0.6613965744400527,0.6739130434782609,0.6668890073445553,0.014643861646692735,7
0.5911960124969482,0.051625690224694466,0.0166532039642334,0.005444788572778007,0.682533487362317,0.006889629644036303,8,2,372,0.00028936961811419,0.8405848845424381,0.8751138868384332,"{'colsample_bytree': np.float64(0.682533487362317), 'learning_rate': np.float64(0.006889629644036303), 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 372, 'reg_alpha': np.float64(0.00028936961811419), 'reg_lambda': np.float64(0.8405848845424381), 'subsample': np.float64(0.8751138868384332)}",0.6850828729281768,0.6639566395663956,0.6442048517520216,0.6567567567567567,0.6834733893557423,0.6666949020718187,0.015695236761450675,8
1.7902864933013916,0.03398112131526302,0.052318477630615236,0.006005442313891645,0.78966953163493,0.0016792653941818658,10,5,850,0.005389166549370605,0.7222628076034489,0.8599094730571053,"{'colsample_bytree': np.float64(0.78966953163493), 'learning_rate': np.float64(0.0016792653941818658), 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 850, 'reg_alpha': np.float64(0.005389166549370605), 'reg_lambda': np.float64(0.7222628076034489), 'subsample': np.float64(0.8599094730571053)}",0.6851595006934813,0.6612466124661247,0.6503401360544218,0.6639676113360324,0.6722454672245467,0.6665918655549214,0.011630111255044226,9
0.4661436080932617,0.01239969478148972,0.01685781478881836,0.00478165520630211,0.6381640465961645,0.00713286363374483,8,8,398,0.09046673956058787,0.12557036943140693,0.8244973703390804,"{'colsample_bytree': np.float64(0.6381640465961645), 'learning_rate': np.float64(0.00713286363374483), 'max_depth': 8, 'min_child_weight': 8, 'n_estimators': 398, 'reg_alpha': np.float64(0.09046673956058787), 'reg_lambda': np.float64(0.12557036943140693), 'subsample': np.float64(0.8244973703390804)}",0.6783783783783783,0.6675358539765319,0.6457516339869281,0.665785997357992,0.6738836265223275,0.6662670980444316,0.011201964848744103,10
